Subject,SubskillID,SubskillDescription,ConceptGroup,DetailedObjective
Language Arts,LA004-02-A,Identify subject and action in spoken sentences through interactive games and songs,Vocabulary Development,Distinguish between different subjects and actions in a series of simple spoken sentences using visual cues
Language Arts,LA004-02-A,Identify subject and action in spoken sentences through interactive games and songs,Comprehension Assessment,Correctly identify the subject and action in at least 4 out of 5 simple spoken sentences during a group listening activity
Language Arts,LA004-02-B,"Match subject-verb picture cards to create basic sentences (e.g., ""Dog runs"")",Identification Skills,Correctly identify and match at least 5 different subject-verb picture pairs
Language Arts,LA004-02-B,"Match subject-verb picture cards to create basic sentences (e.g., ""Dog runs"")",Vocabulary Development,Verbalize the matched subject-verb combination using clear pronunciation
Language Arts,LA004-02-B,"Match subject-verb picture cards to create basic sentences (e.g., ""Dog runs"")",Comprehension,Demonstrate understanding by creating a simple sentence using the matched picture cards
Language Arts,LA004-02-B,"Match subject-verb picture cards to create basic sentences (e.g., ""Dog runs"")",Visual Discrimination,Distinguish between correct and incorrect subject-verb matches with 80% accuracy
Language Arts,LA004-02-B,"Match subject-verb picture cards to create basic sentences (e.g., ""Dog runs"")",Spatial Reasoning,Arrange matched subject-verb picture cards in a left-to-right orientation to form a basic sentence
Language Arts,LA004-02-B,"Match subject-verb picture cards to create basic sentences (e.g., ""Dog runs""),Language Expansion",Extend basic subject-verb matches to include simple descriptive words (e.g.,"""Big dog runs"")"
Language Arts,LA004-02-B,"Match subject-verb picture cards to create basic sentences (e.g., ""Dog runs"")",Cognitive Association,Connect subject-verb picture cards to real-world actions and objects in the classroom environment
Language Arts,LA004-02-C,"Arrange word cards to form simple subject-verb-object sentences (e.g., ""Cat drinks milk"")",Word Order,Correctly place a subject card before a verb card to create a basic sentence
Language Arts,LA004-02-C,"Arrange word cards to form simple subject-verb-object sentences (e.g., ""Cat drinks milk""),Sentence Construction,Independently arrange word cards to create 3-word sentences with a clear subject",verb,and object
Language Arts,LA004-02-C,"Arrange word cards to form simple subject-verb-object sentences (e.g., ""Cat drinks milk""),Vocabulary Comprehension,Identify and match picture cards with corresponding word cards representing subjects",verbs,and objects
Language Arts,LA004-02-C,"Arrange word cards to form simple subject-verb-object sentences (e.g., ""Cat drinks milk"")",Spatial Reasoning,Demonstrate understanding of left-to-right sentence structure by arranging word cards in correct grammatical sequence
Language Arts,LA004-02-C,"Arrange word cards to form simple subject-verb-object sentences (e.g., ""Cat drinks milk"")",Semantic Understanding,Create multiple different sentences using the same set of word cards by changing their arrangement
Language Arts,LA004-02-C,"Arrange word cards to form simple subject-verb-object sentences (e.g., ""Cat drinks milk"")",Error Detection,Identify and correct incorrectly arranged word cards that do not form a logical sentence
Language Arts,LA004-02-D,Distinguish between complete sentences and fragments using picture-word prompts,Sentence Identification,Verbally identify whether a set of words with a matching picture represents a complete thought or an incomplete thought
Language Arts,LA004-02-D,Distinguish between complete sentences and fragments using picture-word prompts,Grammatical Components,Point to the subject and action in a picture-supported sentence to demonstrate understanding of sentence completeness
Language Arts,LA004-02-D,Distinguish between complete sentences and fragments using picture-word prompts,Comprehension Skills,Orally explain why a group of words does or does not make a complete sentence when shown a corresponding picture
Language Arts,LA004-02-D,Distinguish between complete sentences and fragments using picture-word prompts,Interactive Learning,"Sort picture-word cards into ""Complete Sentence"" and ""Sentence Fragment"" categories with 80% accuracy"
Language Arts,LA004-02-D,Distinguish between complete sentences and fragments using picture-word prompts,Verbal Expression,Create a complete sentence using a given picture prompt that includes both a subject and an action
Language Arts,LA004-02-D,Distinguish between complete sentences and fragments using picture-word prompts,Critical Thinking,Identify missing elements in a picture-supported sentence fragment that prevent it from being a complete thought
Language Arts,LA004-02-E,"Add appropriate ending punctuation (., ?, !) to given sentences",Punctuation Recognition,Identify and point to correct ending punctuation marks when shown simple sentences
Language Arts,LA004-02-E,"Add appropriate ending punctuation (., ?, !) to given sentences,Sentence Type Comprehension,Distinguish between statement (.)",question (?),and exclamation (!) sentences by listening to sentence tone
